,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document
17231,2,2019,dong da,3.75,34.0,nhà phố dự án,1.0,1.0,,1.0,1.0,Yes
17232,2,2019,dong da,15.5,50.0,nhà phố dự án,7.0,7.0,8.0,12.0,1.0,Yes
17233,2,2019,dong da,11.5,80.0,nhà phố dự án,4.0,,8.0,,,Yes
17234,2,2019,hai ba trung,3.45,60.0,nhà phố dự án,,,,,,Not provided
17235,2,2019,thanh xuan,18.8,102.0,nhà phố dự án,3.0,,17.5,,,Yes
17236,2,2019,tay ho,4.9,75.0,nhà phố dự án,4.0,4.0,3.0,3.0,1.0,Yes
17237,2,2019,thanh xuan,18.0,10.0,nhà phố dự án,,,,,,Not provided
17238,2,2019,hoang mai,2.5,34.0,nhà phố dự án,5.0,4.0,3.0,3.0,1.0,Yes
17239,2,2019,thanh xuan,3.4,25.0,nhà phố dự án,4.0,3.0,6.0,3.0,1.0,Yes
17240,2,2019,thanh xuan,2.5,40.0,nhà phố dự án,,3.0,,3.0,2.0,Yes
17241,2,2019,dong da,1.8,22.0,nhà phố dự án,,,,,,Not provided
17242,2,2019,hoang mai,5.4,52.0,nhà phố dự án,5.0,3.0,7.0,5.0,1.0,Yes
17243,2,2019,dong da,4.2,46.0,nhà phố dự án,,,,,,Not provided
17244,2,2019,ba dinh,44.5,82.0,nhà phố dự án,4.0,1.0,8.0,5.0,1.0,Yes
17245,2,2019,thanh xuan,2.4,25.0,nhà phố dự án,,,,,,Not provided
17246,2,2019,thanh xuan,17.8,100.0,nhà phố dự án,,,,,,Not provided
17247,2,2019,dong da,39.8,140.0,nhà phố dự án,,,,,,Not provided
17248,2,2019,thanh xuan,17.0,72.0,nhà phố dự án,3.0,3.0,8.0,3.0,1.0,Yes
17249,2,2019,dong da,2.95,33.0,nhà phố dự án,5.0,3.0,4.0,3.0,,Yes
17250,2,2019,ha dong,4.85,45.0,nhà phố dự án,,,,,,Not provided
17251,2,2019,ha dong,2.75,35.0,nhà phố dự án,,,,,,Not provided
17252,2,2019,dong da,50.5,175.0,nhà phố dự án,,,,,,Not provided
17253,2,2019,hoang mai,2.7,44.0,nhà phố dự án,,,,,,Not provided
17254,2,2019,ha dong,2.7,43.0,nhà phố dự án,,,,,,Not provided
17255,2,2019,long bien,15.0,81.0,nhà phố dự án,,,,,,Yes
17256,2,2019,cau giay,0.8,150.0,nhà phố dự án,,,,,,Not provided
17257,2,2019,hai ba trung,3.1,28.0,nhà phố dự án,,,,,,Not provided
17258,2,2019,dong da,17.0,77.0,nhà phố dự án,6.0,,17.5,8.0,1.0,Yes
17259,2,2019,dong da,8.1,51.0,nhà phố dự án,5.0,4.0,4.0,4.0,1.0,Yes
17260,2,2019,hai ba trung,16.5,66.3,nhà phố dự án,,,,,,Not provided
17261,2,2019,hoang mai,3.7,59.0,nhà phố dự án,1.0,1.0,,1.0,,Yes
17262,2,2019,thanh xuan,6.2,63.0,nhà phố dự án,1.0,1.0,,1.0,1.0,Yes
17263,2,2019,thanh xuan,3.35,33.0,nhà phố dự án,,,,3.0,,Yes
17264,2,2019,hai ba trung,15.0,89.0,nhà phố dự án,,,,,,Not provided
17265,2,2019,hai ba trung,16.0,75.0,nhà phố dự án,5.0,3.0,17.5,5.0,1.0,Yes
17266,2,2019,hoang mai,9.5,65.0,nhà phố dự án,,,,,,Not provided
17267,2,2019,ha dong,3.5,42.0,nhà phố dự án,3.0,3.0,4.0,3.0,1.0,Yes
17268,2,2019,dong da,2.9,32.0,nhà phố dự án,,,,,,Not provided
17269,2,2019,hai ba trung,19.5,80.0,nhà phố dự án,,,40.0,,,Yes
17270,2,2019,ha dong,5.4,61.0,nhà phố dự án,5.0,,8.0,,,Yes
17271,2,2019,dong da,11.4,54.0,nhà phố dự án,,,,,,Yes
17272,2,2019,ha dong,3.5,42.0,nhà phố dự án,3.0,3.0,4.0,3.0,1.0,Yes
17273,2,2019,ha dong,5.5,59.0,nhà phố dự án,4.0,,8.0,,,Yes
17274,2,2019,hoang mai,21.5,113.0,nhà phố dự án,4.0,3.0,17.5,4.0,1.0,Yes
17275,2,2019,hoang mai,3.3,45.0,nhà phố dự án,,,,,,Yes
17276,2,2019,cau giay,0.19,75.0,nhà phố dự án,2.0,2.0,,2.0,,Not provided
17277,2,2019,ha dong,2.0,35.0,nhà phố dự án,3.0,3.0,4.0,3.0,,Yes
17278,2,2019,dong da,0.2,107.0,nhà phố dự án,,4.0,5.0,4.0,1.0,Yes
17279,2,2019,hai ba trung,7.3,55.0,nhà phố dự án,4.0,4.0,,4.0,,Yes
17280,2,2019,dong da,42.5,197.0,nhà phố dự án,1.0,,7.0,,1.0,Yes
17281,2,2019,hoang mai,2.3,112.0,nhà phố dự án,,5.0,5.0,5.0,1.0,Yes
17282,2,2019,hai ba trung,7.6,45.0,nhà phố dự án,5.0,,3.0,,,Yes
17283,2,2019,hoang mai,5.8,73.0,nhà phố dự án,3.0,2.0,,3.0,,Yes
17284,2,2019,cau giay,10.5,60.0,nhà phố dự án,,,,,,Yes
17285,2,2019,thanh xuan,4.75,50.0,nhà phố dự án,,,,,,Yes
17286,2,2019,ba dinh,2.5,8.0,nhà phố dự án,1.0,1.0,,1.0,,Yes
17287,2,2019,gia lam,1.8,37.0,nhà phố dự án,,,,,,Not provided
17288,2,2019,long bien,1.45,32.0,nhà phố dự án,,,,,,Yes
17289,2,2019,cau giay,22.0,60.0,nhà phố dự án,1.0,1.0,5.0,1.0,1.0,Yes
17290,2,2019,ba dinh,3.2,30.0,nhà phố dự án,4.0,2.0,,2.0,,Yes
17291,2,2019,hai ba trung,9.8,65.0,nhà phố dự án,,,,,,Yes
17292,2,2019,hai ba trung,4.15,40.0,nhà phố dự án,5.0,4.0,4.0,4.0,1.0,Yes
17293,2,2019,thanh xuan,3.35,56.0,nhà phố dự án,5.0,,,8.0,,Yes
17294,2,2019,cau giay,3.35,38.0,nhà phố dự án,5.0,4.0,3.0,4.0,1.0,Yes
17295,2,2019,ba dinh,16.8,70.0,nhà phố dự án,,,,,,Yes
17296,2,2019,hoan kiem,430.0,80.0,nhà phố dự án,5.0,,,,,Yes
17297,2,2019,hai ba trung,37.5,117.0,nhà phố dự án,,,,,,Not provided
17298,2,2019,hai ba trung,1.9,21.0,nhà phố dự án,3.0,2.0,2.0,3.0,1.0,Yes
17299,2,2019,thanh xuan,3.95,35.0,nhà phố dự án,4.0,3.0,4.0,3.0,1.0,Yes
17300,2,2019,tay ho,16.0,115.0,nhà phố dự án,5.0,6.0,5.0,6.0,2.0,Not provided
17301,2,2019,hoang mai,2.6,44.0,nhà phố dự án,,,,,,Not provided
17302,2,2019,hoang mai,2.5,35.0,nhà phố dự án,4.0,2.0,3.0,3.0,1.0,Yes
17303,2,2019,dong da,3.3,60.0,nhà phố dự án,,,,,,Not provided
17304,2,2019,tay ho,4.5,33.0,nhà phố dự án,6.0,,,,,Yes
17305,2,2019,dong da,21.0,80.0,nhà phố dự án,,,,,,Not provided
17306,2,2019,dong da,4.3,41.0,nhà phố dự án,5.0,,3.0,5.0,1.0,Yes
17307,2,2019,hoang mai,2.5,36.0,nhà phố dự án,,,,,,Yes
17308,2,2019,hoang mai,2.8,35.0,nhà phố dự án,,,,,,Yes
17309,2,2019,ba dinh,3.2,34.0,nhà phố dự án,,,,,,Not provided
17310,2,2019,dong da,7.5,50.0,nhà phố dự án,,,,,,Not provided
17311,2,2019,ba dinh,2.88,25.0,nhà phố dự án,,,,,,Yes
17312,2,2019,cau giay,0.17,160.0,nhà phố dự án,,,25.0,,,Yes
17313,2,2019,long bien,8.0,128.0,nhà phố dự án,,,,,,Yes
17314,2,2019,ba dinh,2.4,50.0,nhà phố dự án,3.0,1.0,,2.0,,Yes
17315,2,2019,cau giay,13.0,60.0,nhà phố dự án,4.0,,10.0,4.0,1.0,Yes
17316,2,2019,gia lam,0.58,132.0,nhà phố dự án,,,17.5,,,Yes
17317,2,2019,hoang mai,5.3,42.0,nhà phố dự án,5.0,,,,,Yes
17318,2,2019,dong da,4.3,39.0,nhà phố dự án,,,,,,Not provided
17319,2,2019,hai ba trung,3.5,45.0,nhà phố dự án,5.0,,,4.0,,Yes
17320,2,2019,dong da,9.2,60.0,nhà phố dự án,,,5.0,6.0,,Yes
17321,2,2019,thanh xuan,3.1,33.0,nhà phố dự án,,,,,,Not provided
17322,2,2019,thanh xuan,9.75,64.0,nhà phố dự án,,,,,,Not provided
17323,2,2019,hoang mai,2.3,30.0,nhà phố dự án,5.0,3.0,,4.0,1.0,Yes
17324,2,2019,dong da,11.0,65.0,nhà phố dự án,6.0,5.0,6.0,5.0,1.0,Yes
17325,2,2019,thanh xuan,7.9,48.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17326,2,2019,gia lam,1.912,77.0,nhà phố dự án,,,7.0,,,Yes
17327,2,2019,hoang mai,6.5,60.0,nhà phố dự án,,,,,,Not provided
17328,2,2019,thanh xuan,4.1,38.0,nhà phố dự án,,,,,,Not provided
17329,2,2019,dong da,11.0,56.0,nhà phố dự án,6.0,,4.0,6.0,,Not provided
17330,2,2019,thanh xuan,7.95,80.0,nhà phố dự án,,,,,,Not provided
17331,2,2019,long bien,7.9,100.0,nhà phố dự án,,,,,,Not provided
17332,2,2019,ha dong,5.0,40.0,nhà phố dự án,,,3.0,,,Yes
17333,2,2019,ba dinh,16.0,60.0,nhà phố dự án,1.0,,,,,Yes
17334,2,2019,dong da,2.15,20.0,nhà phố dự án,4.0,3.0,,3.0,,Yes
17335,2,2019,hai ba trung,9.5,27.0,nhà phố dự án,,,,,,Not provided
17336,2,2019,cau giay,2.85,45.0,nhà phố dự án,3.0,,3.0,3.0,1.0,Yes
17337,2,2019,thanh xuan,9.3,4.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17338,2,2019,dong da,4.45,30.0,nhà phố dự án,,,,,,Not provided
17339,2,2019,hoang mai,6.5,55.0,nhà phố dự án,1.0,1.0,,1.0,1.0,Yes
17340,2,2019,thanh xuan,6.6,85.0,nhà phố dự án,4.0,,5.0,4.0,,Yes
17341,2,2019,hoang mai,3.5,52.0,nhà phố dự án,,,,,,Yes
17342,2,2019,cau giay,0.25,40.0,nhà phố dự án,,,,,,Not provided
17343,2,2019,hoang mai,3.8,62.0,nhà phố dự án,,,,,,Yes
17344,2,2019,dong da,4.5,40.0,nhà phố dự án,,,,,,Not provided
17345,2,2019,thanh xuan,2.7,33.0,nhà phố dự án,,,,,,Not provided
17346,2,2019,thanh xuan,1.35,63.0,nhà phố dự án,3.0,1.0,,1.0,,Yes
17347,2,2019,dong da,12.2,50.0,nhà phố dự án,7.0,3.0,,2.0,,Yes
17348,2,2019,hoang mai,6.3,51.0,nhà phố dự án,2.0,2.0,6.0,3.0,1.0,Yes
17349,2,2019,cau giay,14.5,55.0,nhà phố dự án,6.0,,,,,Yes
17350,2,2019,hai ba trung,3.2,46.0,nhà phố dự án,4.0,,,4.0,,Yes
17351,2,2019,thanh xuan,3.5,57.0,nhà phố dự án,4.0,4.0,6.0,5.0,1.0,Yes
17352,2,2019,hoan kiem,7.0,19.0,nhà phố dự án,1.0,1.0,12.5,1.0,1.0,Yes
17353,2,2019,ha dong,9.0,98.0,nhà phố dự án,,,,,,Not provided
17354,2,2019,dong da,2.98,30.0,nhà phố dự án,5.0,,3.0,,,Yes
17355,2,2019,dong da,15.5,88.0,nhà phố dự án,,,,,,Not provided
17356,2,2019,ha dong,5.5,,nhà phố dự án,5.0,5.0,,4.0,2.0,Yes
17357,2,2019,gia lam,7.5,132.0,nhà phố dự án,,,,,,Not provided
17358,2,2019,gia lam,7.5,132.0,nhà phố dự án,,,,,,Not provided
17359,2,2019,thanh xuan,6.4,75.0,nhà phố dự án,4.0,,5.0,4.0,,Yes
17360,2,2019,gia lam,1.24,41.3,nhà phố dự án,,,5.0,,,Yes
17361,2,2019,thanh xuan,7.9,48.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17362,2,2019,dong da,11.0,5.0,nhà phố dự án,6.0,5.0,6.0,6.0,1.0,Yes
17363,2,2019,ba dinh,8.45,80.0,nhà phố dự án,,,,,,Not provided
17364,2,2019,hai ba trung,3.6,35.0,nhà phố dự án,5.0,5.0,5.0,5.0,1.0,Yes
17365,2,2019,thanh xuan,0.146,60.0,nhà phố dự án,4.0,3.0,,4.0,,Yes
17366,2,2019,tay ho,4.48,45.0,nhà phố dự án,,,,,,Not provided
17367,2,2019,ha dong,3.95,41.0,nhà phố dự án,,,,,,Not provided
17368,2,2019,ba dinh,8.8,100.0,nhà phố dự án,2.0,2.0,5.0,2.0,1.0,Yes
17369,2,2019,hoang mai,0.53,53.0,nhà phố dự án,3.0,2.0,,2.0,1.0,Yes
17370,2,2019,ba dinh,2.95,35.0,nhà phố dự án,,,,,,Not provided
17371,2,2019,dong da,2.9,30.0,nhà phố dự án,,,,,,Not provided
17372,2,2019,dong da,8.4,42.0,nhà phố dự án,,,,,,Not provided
17373,2,2019,hai ba trung,165.0,238.0,nhà phố dự án,10.0,,17.5,,,Yes
17374,2,2019,dong da,11.0,56.0,nhà phố dự án,6.0,5.0,4.0,5.0,1.0,Yes
17375,2,2019,ha dong,9.0,100.0,nhà phố dự án,,,,,,Not provided
17376,2,2019,cau giay,4.5,34.0,nhà phố dự án,5.0,,,4.0,1.0,Yes
17377,2,2019,thanh xuan,9.2,65.0,nhà phố dự án,,,,,,Not provided
17378,2,2019,thanh xuan,3.4,46.0,nhà phố dự án,4.0,3.0,3.0,4.0,1.0,Yes
17379,2,2019,thanh xuan,0.55,145.0,nhà phố dự án,,,,,,Not provided
17380,2,2019,dong da,0.1,32.0,nhà phố dự án,,,,,,Not provided
17381,2,2019,ha dong,9.0,95.5,nhà phố dự án,3.0,3.0,8.0,4.0,1.0,Yes
17382,2,2019,dong da,4.4,40.0,nhà phố dự án,,,,,,Not provided
17383,2,2019,hai ba trung,21.0,80.0,nhà phố dự án,,,,,,Not provided
17384,2,2019,thanh xuan,32.0,140.0,nhà phố dự án,,,,,,Yes
17385,2,2019,hoai duc,0.45,72.0,nhà phố dự án,,,,,,Not provided
17386,2,2019,gia lam,1.78,34.0,nhà phố dự án,,,5.0,,,Not provided
17387,2,2019,hai ba trung,4.92,50.0,nhà phố dự án,,,,3.0,,Yes
17388,2,2019,tay ho,19.8,70.0,nhà phố dự án,,,,,,Not provided
17389,2,2019,dan phuong,0.18,200.0,nhà phố dự án,,,,,,Not provided
17390,2,2019,dong da,7.76,112.0,nhà phố dự án,4.0,3.0,3.0,4.0,1.0,Yes
17391,2,2019,thanh xuan,0.25,30.0,nhà phố dự án,,,,,,Not provided
17392,2,2019,cau giay,2.85,45.0,nhà phố dự án,,,,,,Not provided
17393,2,2019,thanh xuan,7.0,57.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17394,2,2019,long bien,7.1,70.0,nhà phố dự án,5.0,4.0,,5.0,1.0,Yes
17395,2,2019,ba dinh,4.4,50.0,nhà phố dự án,1.0,,,,,Yes
17396,2,2019,long bien,2.4,40.0,nhà phố dự án,3.0,3.0,3.0,2.0,1.0,Yes
17397,2,2019,ba dinh,1.55,60.0,nhà phố dự án,6.0,5.0,8.0,5.0,1.0,Yes
17398,2,2019,ba dinh,0.2,50.5,nhà phố dự án,,,,,,Not provided
17399,2,2019,dong da,4.85,40.0,nhà phố dự án,,,,,,Yes
17400,2,2019,hai ba trung,2.8,30.0,nhà phố dự án,,,,,,Yes
17401,2,2019,dong da,11.2,37.0,nhà phố dự án,4.0,,9.0,3.0,1.0,Yes
17402,2,2019,gia lam,0.11,209.0,nhà phố dự án,,,5.0,,,Yes
17403,2,2019,ba dinh,19.0,181.0,nhà phố dự án,1.0,,,,,Yes
17404,2,2019,hai ba trung,9.5,34.0,nhà phố dự án,4.0,,10.0,,,Yes
17405,2,2019,thanh xuan,19.0,109.0,nhà phố dự án,3.0,,25.0,,,Yes
17406,2,2019,ba dinh,26.0,60.0,nhà phố dự án,3.0,,17.5,,,Yes
17407,2,2019,gia lam,7.6,132.0,nhà phố dự án,,4.0,17.5,,,Yes
17408,2,2019,hoang mai,6.4,50.0,nhà phố dự án,,,,,,Not provided
17409,2,2019,gia lam,7.5,132.0,nhà phố dự án,,,,,,Not provided
17410,2,2019,thanh xuan,10.7,62.0,nhà phố dự án,,,,,,Yes
17411,2,2019,hai ba trung,1.88,17.0,nhà phố dự án,,,,,,Not provided
17412,2,2019,dong da,19.5,102.0,nhà phố dự án,,,,,,Not provided
17413,2,2019,gia lam,7.5,,nhà phố dự án,,,,,,Not provided
17414,2,2019,dong da,2.3,50.0,nhà phố dự án,3.0,3.0,4.0,4.0,1.0,Yes
17415,2,2019,dong da,13.0,95.0,nhà phố dự án,6.0,5.0,12.5,5.0,1.0,Yes
17416,2,2019,hoang mai,2.6,44.0,nhà phố dự án,,,,,1.0,Yes
17417,2,2019,hai ba trung,3.2,45.0,nhà phố dự án,4.0,,,4.0,,Yes
17418,2,2019,dong anh,0.26,220.0,nhà phố dự án,,,,,,Yes
17419,2,2019,hai ba trung,5.35,,nhà phố dự án,,2.0,4.0,4.0,1.0,Yes
17420,2,2019,hai ba trung,1.86,28.0,nhà phố dự án,4.0,4.0,3.0,3.0,1.0,Yes
17421,2,2019,ba dinh,13.8,90.0,nhà phố dự án,5.0,,,,1.0,Yes
17422,2,2019,dong da,4.6,42.0,nhà phố dự án,,,,,,Not provided
17423,2,2019,hai ba trung,1.95,3.0,nhà phố dự án,,,,,,Not provided
17424,2,2019,ha dong,10.6,,nhà phố dự án,,,,,,Not provided
17425,2,2019,ba dinh,11.3,,nhà phố dự án,,,,,,Not provided
17426,2,2019,gia lam,8.5,132.0,nhà phố dự án,,,12.5,,,Yes
17427,2,2019,tay ho,15.8,90.0,nhà phố dự án,,,,,,Not provided
17428,2,2019,dong da,15.0,53.0,nhà phố dự án,5.0,6.0,8.0,6.0,1.0,Yes
17429,2,2019,gia lam,11.5,70.0,nhà phố dự án,,,25.0,,,Yes
17430,2,2019,dong da,7.7,40.0,nhà phố dự án,,,,,,Yes
17431,2,2019,thanh xuan,4.9,40.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17432,2,2019,hoang mai,1.65,28.0,nhà phố dự án,4.0,2.0,2.0,2.0,1.0,Yes
17433,2,2019,hoang mai,2.4,40.0,nhà phố dự án,,,4.0,4.0,,Yes
17434,2,2019,hai ba trung,23.0,160.0,nhà phố dự án,3.0,,40.0,,,Yes
17435,2,2019,hoang mai,6.8,60.0,nhà phố dự án,,,,,,Yes
17436,2,2019,hai ba trung,3.2,30.0,nhà phố dự án,5.0,,,,,Yes
17437,2,2019,dong da,5.85,42.0,nhà phố dự án,,,,,,Yes
17438,2,2019,hai ba trung,7.95,42.0,nhà phố dự án,5.0,3.0,7.0,5.0,1.0,Yes
17439,2,2019,hoang mai,6.95,70.0,nhà phố dự án,5.0,5.0,12.5,4.0,1.0,Yes
17440,2,2019,gia lam,0.44,43.5,nhà phố dự án,,,4.0,,,Yes
17441,2,2019,cau giay,21.5,65.0,nhà phố dự án,,,,,,Not provided
17442,2,2019,thanh xuan,2.9,42.0,nhà phố dự án,,3.0,3.0,3.0,,Yes
17443,2,2019,dong da,2.1,25.0,nhà phố dự án,5.0,,,,,Yes
17444,2,2019,dong da,12.5,80.0,nhà phố dự án,5.0,5.0,4.0,5.0,1.0,Yes
17445,2,2019,cau giay,24.0,100.0,nhà phố dự án,,,,,,Yes
17446,2,2019,thanh xuan,0.6,74.0,nhà phố dự án,1.0,,5.0,,,Yes
17447,2,2019,gia lam,1.0,45.0,nhà phố dự án,,,,,,Yes
17448,2,2019,gia lam,7.5,132.0,nhà phố dự án,,,,,,Not provided
17449,2,2019,thanh xuan,2.65,20.0,nhà phố dự án,,,,,,Yes
17450,2,2019,dong da,18.0,82.0,nhà phố dự án,,,,,,Not provided
17451,2,2019,ba dinh,15.8,65.0,nhà phố dự án,,,,,,Not provided
17452,2,2019,hai ba trung,25.0,83.0,nhà phố dự án,6.0,,10.0,,,Yes
17453,2,2019,thanh xuan,9.5,80.0,nhà phố dự án,4.0,5.0,4.0,5.0,1.0,Yes
17454,2,2019,thanh xuan,6.55,65.0,nhà phố dự án,,,,,,Not provided
17455,2,2019,cau giay,2.7,45.0,nhà phố dự án,,,,,,Not provided
17456,2,2019,hai ba trung,3.2,,nhà phố dự án,,,,,,Not provided
17457,2,2019,dong da,10.0,66.0,nhà phố dự án,4.0,,8.0,,,Not provided
17458,2,2019,tay ho,18.0,14.0,nhà phố dự án,,,,,,Not provided
17459,2,2019,dong da,7.6,52.0,nhà phố dự án,,,5.0,,,Yes
17460,2,2019,ha dong,3.0,40.0,nhà phố dự án,4.0,3.0,4.0,4.0,1.0,Yes
17461,2,2019,hoan kiem,3.1,48.0,nhà phố dự án,4.0,3.0,5.0,3.0,1.0,Yes
17462,2,2019,ha dong,7.5,97.0,nhà phố dự án,4.0,,10.0,,,Yes
17463,2,2019,hai ba trung,16.1,66.0,nhà phố dự án,,,,,,Not provided
17464,2,2019,gia lam,18.0,120.0,nhà phố dự án,,,40.0,,,Yes
17465,2,2019,dong da,4.5,46.0,nhà phố dự án,,,,,,Not provided
17466,2,2019,dong da,4.7,50.0,nhà phố dự án,5.0,,,6.0,,Not provided
17467,2,2019,dong da,18.0,80.0,nhà phố dự án,,,,,,Not provided
17468,2,2019,dong da,16.5,59.0,nhà phố dự án,5.0,,,,,Yes
17469,2,2019,ha dong,3.0,40.0,nhà phố dự án,,,,,,Not provided
17470,2,2019,ha dong,3.95,42.0,nhà phố dự án,,,,,,Not provided
17471,2,2019,dong da,11.5,47.0,nhà phố dự án,6.0,5.0,5.0,5.0,1.0,Yes
17472,2,2019,ha dong,12.5,100.0,nhà phố dự án,2.0,,,,,Yes
17473,2,2019,dong da,5.45,50.0,nhà phố dự án,5.0,,3.0,5.0,,Yes
17474,2,2019,hai ba trung,19.8,112.0,nhà phố dự án,1.0,1.0,8.0,1.0,1.0,Yes
17475,2,2019,ha dong,12.5,100.0,nhà phố dự án,2.0,,40.0,,,Yes
17476,2,2019,hoang mai,3.3,45.0,nhà phố dự án,,,,,,Not provided
17477,2,2019,hai ba trung,3.1,39.0,nhà phố dự án,,,,,,Not provided
17478,2,2019,hai ba trung,5.0,65.0,nhà phố dự án,,,,,,Yes
17479,2,2019,thanh xuan,3.6,50.0,nhà phố dự án,,,,,,Not provided
17480,2,2019,thanh xuan,6.6,82.0,nhà phố dự án,,,5.0,4.0,,Not provided
17481,2,2019,ba dinh,4.0,45.0,nhà phố dự án,,,,,,Not provided
17482,2,2019,dong da,13.5,60.0,nhà phố dự án,,,,,,Not provided
17483,2,2019,dong da,13.5,60.0,nhà phố dự án,,,,,,Not provided
17484,2,2019,thanh xuan,8.0,,nhà phố dự án,,,,,,Not provided
17485,2,2019,hai ba trung,1.75,30.0,nhà phố dự án,,,,,,Not provided
17486,2,2019,gia lam,7.6,132.0,nhà phố dự án,,,12.5,,,Yes
17487,2,2019,hoan kiem,15.0,50.0,nhà phố dự án,,,5.0,,1.0,Yes
17488,2,2019,tay ho,5.1,44.0,nhà phố dự án,5.0,4.0,,5.0,1.0,Yes
17489,2,2019,long bien,7.1,70.0,nhà phố dự án,5.0,4.0,,5.0,1.0,Yes
17490,2,2019,hoang mai,3.3,45.0,nhà phố dự án,4.0,,4.0,4.0,1.0,Yes
17491,2,2019,hoang mai,2.9,,nhà phố dự án,,,,,,Not provided
17492,2,2019,gia lam,7.6,132.0,nhà phố dự án,,,12.5,,,Yes
17493,2,2019,ba dinh,9.5,60.0,nhà phố dự án,4.0,4.0,,5.0,1.0,Yes
17494,2,2019,dong da,4.1,41.0,nhà phố dự án,,,,,,Not provided
17495,2,2019,dong da,18.0,65.0,nhà phố dự án,7.0,,8.0,,,Yes
17496,2,2019,gia lam,8.2,132.0,nhà phố dự án,,,17.5,,,Yes
17497,2,2019,tay ho,12.0,60.0,nhà phố dự án,,,,,,Not provided
17498,2,2019,hai ba trung,3.2,40.0,nhà phố dự án,5.0,,5.0,,,Yes
17499,2,2019,gia lam,1.0,51.0,nhà phố dự án,,,,,,Yes
17500,2,2019,hai ba trung,2.8,47.0,nhà phố dự án,1.0,1.0,5.0,1.0,1.0,Yes
17501,2,2019,gia lam,8.2,120.0,nhà phố dự án,,,25.0,,,Yes
17502,2,2019,dong da,16.0,120.0,nhà phố dự án,,4.0,5.0,6.0,1.0,Yes
17503,2,2019,dong da,11.0,,nhà phố dự án,,,,,,Not provided
17504,2,2019,ha dong,4.1,30.0,nhà phố dự án,,,,,,Not provided
17505,2,2019,long bien,3.78,80.0,nhà phố dự án,,,,,,Not provided
17506,2,2019,thanh xuan,5.3,58.0,nhà phố dự án,4.0,,2.0,4.0,,Yes
17507,2,2019,long bien,4.2,59.0,nhà phố dự án,,,,,,Yes
17508,2,2019,cau giay,8.45,44.0,nhà phố dự án,3.0,3.0,4.0,3.0,1.0,Yes
17509,2,2019,hai ba trung,11.0,50.0,nhà phố dự án,5.0,5.0,17.5,5.0,1.0,Yes
17510,2,2019,hoan kiem,45.0,50.0,nhà phố dự án,4.0,,17.5,4.0,1.0,Yes
17511,2,2019,cau giay,22.5,119.0,nhà phố dự án,2.0,,17.5,3.0,1.0,Yes
17512,2,2019,ba dinh,4.0,45.0,nhà phố dự án,,,,,,Yes
17513,2,2019,cau giay,0.4,95.0,nhà phố dự án,,,,,,Not provided
17514,2,2019,dong da,4.1,40.0,nhà phố dự án,5.0,,3.0,5.0,,Yes
17515,2,2019,hoai duc,3.0,79.3,nhà phố dự án,,,,,,Yes
17516,2,2019,dong da,4.0,43.0,nhà phố dự án,,,,,,Not provided
17517,2,2019,ba dinh,4.5,40.0,nhà phố dự án,,,,,,Yes
17518,2,2019,hai ba trung,3.0,36.0,nhà phố dự án,,,,,,Not provided
17519,2,2019,hai ba trung,3.1,,nhà phố dự án,,,,,,Not provided
17520,2,2019,dong da,3.55,40.0,nhà phố dự án,4.0,3.0,4.0,4.0,1.0,Yes
17521,2,2019,cau giay,0.17,50.0,nhà phố dự án,6.0,5.0,6.0,7.0,,Yes
17522,2,2019,hoang mai,3.3,33.0,nhà phố dự án,5.0,4.0,4.0,3.0,1.0,Yes
17523,2,2019,ba dinh,10.0,16.0,nhà phố dự án,4.0,6.0,25.0,5.0,1.0,Yes
17524,2,2019,dong da,2.9,37.0,nhà phố dự án,,,,,,Not provided
17525,2,2019,dong da,0.16,45.0,nhà phố dự án,,3.0,5.0,4.0,,Yes
17526,2,2019,dong da,10.0,170.0,nhà phố dự án,4.0,,40.0,,,Yes
17527,2,2019,hoang mai,2.6,36.0,nhà phố dự án,4.0,1.0,4.0,4.0,1.0,Yes
17528,2,2019,dong da,2.9,3.0,nhà phố dự án,,,,,,Not provided
17529,2,2019,dong da,7.0,50.0,nhà phố dự án,,,,,,Not provided
17530,2,2019,ba dinh,20.0,66.0,nhà phố dự án,,,,,,Not provided
17531,2,2019,hai ba trung,26.0,150.0,nhà phố dự án,4.0,6.0,12.5,6.0,1.0,Yes
17532,2,2019,tay ho,4.3,4.0,nhà phố dự án,,,,,,Not provided
17533,2,2019,cau giay,10.3,60.0,nhà phố dự án,5.0,6.0,6.0,,1.0,Yes
17534,2,2019,tay ho,4.0,32.0,nhà phố dự án,,,,,,Yes
17535,2,2019,thanh xuan,2.3,76.0,nhà phố dự án,5.0,2.0,,2.0,,Not provided
17536,2,2019,hoan kiem,4.5,55.0,nhà phố dự án,,,,,,Not provided
17537,2,2019,hai ba trung,10.5,50.0,nhà phố dự án,4.0,4.0,8.0,4.0,1.0,Yes
